id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16
327,,40.83,3.5,u,g,i,bb,0.5,f,f,0,f,s,01160,0,negative
328,b,34.83,2.5,y,p,w,v,3.0,f,f,0,f,s,00200,0,negative
329,b,,4.0,y,p,i,v,0.085,f,f,0,t,g,00411,0,negative
330,b,20.42,0.0,,,,,0.0,f,f,0,f,p,,0,negative
331,a,33.25,2.5,y,p,c,v,2.5,f,f,0,t,g,00000,2,negative
332,b,34.08,2.5,u,g,c,v,1.0,f,f,0,f,g,00460,16,negative
333,a,25.25,12.5,u,g,d,v,1.0,f,f,0,t,g,00180,1062,negative
334,b,34.75,2.5,u,g,cc,bb,0.5,f,f,0,f,g,00348,0,negative
335,b,27.67,0.75,u,g,q,h,0.165,f,f,0,t,g,00220,251,negative
336,b,47.33,6.5,u,g,c,v,1.0,f,f,0,t,g,00000,228,negative
337,a,34.83,1.25,y,p,i,h,0.5,f,f,0,t,g,00160,0,negative
338,a,33.25,3.0,y,p,aa,v,2.0,f,f,0,f,g,00180,0,negative
339,b,28.00,3.0,u,g,w,v,0.75,f,f,0,t,g,00300,67,negative
340,a,39.08,4.0,u,g,c,v,3.0,f,f,0,f,g,00480,0,negative
341,b,42.75,4.085,u,g,aa,v,0.04,f,f,0,f,g,00108,100,negative
342,b,26.92,2.25,u,g,i,bb,0.5,f,f,0,t,g,00640,4000,negative
343,b,33.75,2.75,u,g,i,bb,0.0,f,f,0,f,g,00180,0,negative
344,b,38.92,1.75,u,g,k,v,0.5,f,f,0,t,g,00300,2,negative
345,b,62.75,7.0,u,g,e,z,0.0,f,f,0,f,g,00000,12,negative
346,,32.25,1.5,u,g,c,v,0.25,f,f,0,t,g,00372,122,negative
347,b,26.75,4.5,y,p,c,bb,2.5,f,f,0,f,g,00200,1210,negative
348,b,63.33,0.54,u,g,c,v,0.585,t,t,3,t,g,00180,0,negative
349,b,27.83,1.5,u,g,w,v,2.25,f,t,1,t,g,00100,3,negative
350,a,26.17,2.0,u,g,j,j,0.0,f,f,0,t,g,00276,1,negative
351,b,22.17,0.585,y,p,ff,ff,0.0,f,f,0,f,g,00100,0,negative
352,b,22.50,11.5,y,p,m,v,1.5,f,f,0,t,g,00000,4000,negative
353,b,30.75,1.585,u,g,d,v,0.585,f,f,0,t,s,00000,0,negative
354,b,36.67,2.0,u,g,i,v,0.25,f,f,0,t,g,00221,0,negative
355,a,16.00,0.165,u,g,aa,v,1.0,f,t,2,t,g,00320,1,negative
356,b,41.17,1.335,u,g,d,v,0.165,f,f,0,f,g,00168,0,negative
357,a,19.50,0.165,u,g,q,v,0.04,f,f,0,t,g,00380,0,negative
358,b,32.42,3.0,u,g,d,v,0.165,f,f,0,t,g,00120,0,negative
359,a,36.75,4.71,u,g,ff,ff,0.0,f,f,0,f,g,00160,0,negative
360,a,30.25,5.5,u,g,k,v,5.5,f,f,0,t,s,00100,0,negative
361,b,23.08,2.5,u,g,ff,ff,0.085,f,f,0,t,g,00100,4208,negative
362,b,26.83,0.54,u,g,k,ff,0.0,f,f,0,f,g,00100,0,negative
363,b,16.92,0.335,y,p,k,v,0.29,f,f,0,f,s,00200,0,negative
364,b,24.42,2.0,u,g,e,dd,0.165,f,t,2,f,g,00320,1300,negative
365,b,42.83,1.25,u,g,m,v,13.875,f,t,1,t,g,00352,112,negative
366,a,22.75,6.165,u,g,aa,v,0.165,f,f,0,f,g,00220,1000,negative
367,b,39.42,1.71,y,p,m,v,0.165,f,f,0,f,s,00400,0,negative
368,a,23.58,11.5,y,p,k,h,3.0,f,f,0,t,g,00020,16,negative
369,b,21.42,0.75,y,p,r,n,0.75,f,f,0,t,g,00132,2,negative
370,b,33.00,2.5,y,p,w,v,7.0,f,f,0,t,g,00280,0,negative
371,b,26.33,13.0,u,g,e,dd,0.0,f,f,0,t,g,00140,1110,negative
372,a,45.00,4.585,u,g,k,h,1.0,f,f,0,t,s,00240,0,negative
373,b,26.25,1.54,u,g,w,v,0.125,f,f,0,f,g,00100,0,negative
374,,28.17,0.585,u,g,aa,v,0.04,f,f,0,f,g,00260,1004,negative
375,a,20.83,0.5,y,p,e,dd,1.0,f,f,0,f,g,00260,0,negative
376,b,28.67,14.5,u,g,d,v,0.125,f,f,0,f,g,00000,286,negative
377,b,20.67,0.835,y,p,c,v,2.0,f,f,0,t,s,00240,0,negative
378,b,34.42,1.335,u,g,i,bb,0.125,f,f,0,t,g,00440,4500,negative
379,b,33.58,0.25,u,g,i,bb,4.0,f,f,0,t,s,00420,0,negative
380,b,43.17,5.0,u,g,i,bb,2.25,f,f,0,t,g,00141,0,negative
381,a,22.67,7.0,u,g,c,v,0.165,f,f,0,f,g,00160,0,negative
382,a,24.33,2.5,y,p,i,bb,4.5,f,f,0,f,g,00200,456,negative
383,a,56.83,4.25,y,p,ff,ff,5.0,f,f,0,t,g,00000,4,negative
384,b,22.08,11.46,u,g,k,v,1.585,f,f,0,t,g,00100,1212,negative
385,b,34.00,5.5,y,p,c,v,1.5,f,f,0,t,g,00060,0,negative
386,b,22.58,1.5,y,p,aa,v,0.54,f,f,0,t,g,00120,67,negative
387,b,21.17,0.0,u,g,c,v,0.5,f,f,0,t,s,00000,0,negative
388,b,26.67,14.585,u,g,i,bb,0.0,f,f,0,t,g,00178,0,negative
389,b,22.92,0.17,u,g,m,v,0.085,f,f,0,f,s,00000,0,negative
390,b,15.17,7.0,u,g,e,v,1.0,f,f,0,f,g,00600,0,negative
391,b,39.92,5.0,u,g,i,bb,0.21,f,f,0,f,g,00550,0,negative
392,b,27.42,12.5,u,g,aa,bb,0.25,f,f,0,t,g,00720,0,negative
393,b,24.75,0.54,u,g,m,v,1.0,f,f,0,t,g,00120,1,negative
394,b,41.17,1.25,y,p,w,v,0.25,f,f,0,f,g,00000,195,negative
395,a,33.08,1.625,u,g,d,v,0.54,f,f,0,t,g,00000,0,negative
396,b,29.83,2.04,y,p,x,h,0.04,f,f,0,f,g,00128,1,negative
397,a,23.58,0.585,y,p,ff,ff,0.125,f,f,0,f,g,00120,87,negative
398,b,26.17,12.5,y,p,k,h,1.25,f,f,0,t,g,00000,17,negative
399,b,31.00,2.085,u,g,c,v,0.085,f,f,0,f,g,00300,0,negative
400,b,20.75,5.085,y,p,j,v,0.29,f,f,0,f,g,00140,184,negative
401,b,28.92,0.375,u,g,c,v,0.29,f,f,0,f,g,00220,140,negative
402,a,51.92,6.5,u,g,i,bb,3.085,f,f,0,t,g,00073,0,negative
403,a,22.67,0.335,u,g,q,v,0.75,f,f,0,f,s,00160,0,negative
404,b,34.00,5.085,y,p,i,bb,1.085,f,f,0,t,g,00480,0,negative
405,a,69.50,6.0,u,g,ff,ff,0.0,f,f,0,f,s,00000,0,negative
406,a,40.33,8.125,y,p,k,v,0.165,f,t,2,f,g,,18,negative
407,a,19.58,0.665,y,p,c,v,1.0,f,t,1,f,g,02000,2,negative
408,b,16.00,3.125,u,g,w,v,0.085,f,t,1,f,g,00000,6,negative
409,b,17.08,0.25,u,g,q,v,0.335,f,t,4,f,g,00160,8,negative
410,b,31.25,2.835,u,g,ff,ff,0.0,f,t,5,f,g,00176,146,negative
411,b,25.17,3.0,u,g,c,v,1.25,f,t,1,f,g,00000,22,negative
412,a,22.67,0.79,u,g,i,v,0.085,f,f,0,f,g,00144,0,negative
413,b,40.58,1.5,u,g,i,bb,0.0,f,f,0,f,s,00300,0,negative
414,b,22.25,0.46,u,g,k,v,0.125,f,f,0,t,g,00280,55,negative
415,a,22.25,1.25,y,p,ff,ff,3.25,f,f,0,f,g,00280,0,negative
416,b,22.50,0.125,y,p,k,v,0.125,f,f,0,f,g,00200,70,negative
417,b,23.58,1.79,u,g,c,v,0.54,f,f,0,t,g,00136,1,negative
418,b,38.42,0.705,u,g,c,v,0.375,f,t,2,f,g,00225,500,negative
419,a,26.58,2.54,y,p,ff,ff,0.0,f,f,0,t,g,00180,60,negative
420,b,35.00,2.5,u,g,i,v,1.0,f,f,0,t,g,00210,0,negative
421,b,20.42,1.085,u,g,q,v,1.5,f,f,0,f,g,00108,7,negative
422,b,29.42,1.25,u,g,w,v,1.75,f,f,0,f,g,00200,0,negative
423,b,26.17,0.835,u,g,cc,v,1.165,f,f,0,f,g,00100,0,negative
424,b,33.67,2.165,u,g,c,v,1.5,f,f,0,f,p,00120,0,negative
425,b,24.58,1.25,u,g,c,v,0.25,f,f,0,f,g,00110,0,negative
426,a,27.67,2.04,u,g,w,v,0.25,f,f,0,t,g,00180,50,negative
427,b,37.50,0.835,u,g,e,v,0.04,f,f,0,f,g,00120,5,negative
428,b,49.17,2.29,u,g,ff,ff,0.29,f,f,0,f,g,00200,3,negative
429,b,33.58,0.335,y,p,cc,v,0.085,f,f,0,f,g,00180,0,negative
430,b,51.83,3.0,y,p,ff,ff,1.5,f,f,0,f,g,00180,4,negative
431,b,22.92,3.165,y,p,c,v,0.165,f,f,0,f,g,00160,1058,negative
432,b,21.83,1.54,u,g,k,v,0.085,f,f,0,t,g,00356,0,negative
433,b,25.25,1.0,u,g,aa,v,0.5,f,f,0,f,g,00200,0,negative
434,b,58.58,2.71,u,g,c,v,2.415,f,f,0,t,g,00320,0,negative
435,b,19.00,0.0,y,p,ff,ff,0.0,f,t,4,f,g,00045,1,negative
436,b,19.58,0.585,u,g,ff,ff,0.0,f,t,3,f,g,00350,769,negative
437,a,53.33,0.165,u,g,ff,ff,0.0,f,f,0,t,s,00062,27,negative
438,a,27.17,1.25,u,g,ff,ff,0.0,f,t,1,f,g,00092,300,negative
439,b,25.92,0.875,u,g,k,v,0.375,f,t,2,t,g,00174,3,negative
440,b,23.08,0.0,u,g,k,v,1.0,f,t,11,f,s,00000,0,negative
441,b,39.58,5.0,u,g,ff,ff,0.0,f,t,2,f,g,00017,1,negative
442,b,30.58,2.71,y,p,m,v,0.125,f,f,0,t,s,00080,0,negative
443,b,17.25,3.0,u,g,k,v,0.04,f,f,0,t,g,00160,40,negative
444,a,17.67,0.0,y,p,j,ff,0.0,f,f,0,f,g,00086,0,negative
445,a,,11.25,u,g,ff,ff,0.0,f,f,0,f,g,,5200,negative
446,b,16.50,0.125,u,g,c,v,0.165,f,f,0,f,g,00132,0,negative
447,a,27.33,1.665,u,g,ff,ff,0.0,f,f,0,f,g,00340,1,negative
448,b,31.25,1.125,u,g,ff,ff,0.0,f,t,1,f,g,00096,19,negative
449,b,20.00,7.0,u,g,c,v,0.5,f,f,0,f,g,00000,0,negative
450,b,,3.0,y,p,i,bb,7.0,f,f,0,f,g,00000,1,negative
451,b,39.50,1.625,u,g,c,v,1.5,f,f,0,f,g,00000,316,negative
452,b,36.50,4.25,u,g,q,v,3.5,f,f,0,f,g,00454,50,negative
453,,29.75,0.665,u,g,w,v,0.25,f,f,0,t,g,00300,0,negative
454,b,52.42,1.5,u,g,d,v,3.75,f,f,0,t,g,00000,350,negative
455,b,36.17,18.125,u,g,w,v,0.085,f,f,0,f,g,00320,3552,negative
456,b,34.58,0.0,,,,,0.0,f,f,0,f,p,,0,negative
457,b,29.67,0.75,y,p,c,v,0.04,f,f,0,f,g,00240,0,negative
458,b,36.17,5.5,u,g,i,bb,5.0,f,f,0,f,g,00210,687,negative
459,b,25.67,0.29,y,p,c,v,1.5,f,f,0,t,g,00160,0,negative
460,a,24.50,2.415,y,p,c,v,0.0,f,f,0,f,g,00120,0,negative
461,b,24.08,0.875,u,g,m,v,0.085,f,t,4,f,g,00254,1950,negative
462,b,21.92,0.5,u,g,c,v,0.125,f,f,0,f,g,00360,0,negative
463,a,36.58,0.29,u,g,ff,ff,0.0,f,t,10,f,g,00200,18,negative
464,a,23.00,1.835,u,g,j,j,0.0,f,t,1,f,g,00200,53,negative
465,a,27.58,3.0,u,g,m,v,2.79,f,t,1,t,g,00280,10,negative
466,b,31.08,3.085,u,g,c,v,2.5,f,t,2,t,g,00160,41,negative
467,a,30.42,1.375,u,g,w,h,0.04,f,t,3,f,g,00000,33,negative
468,b,22.08,2.335,u,g,k,v,0.75,f,f,0,f,g,00180,0,negative
469,b,16.33,4.085,u,g,i,h,0.415,f,f,0,t,g,00120,0,negative
470,a,21.92,11.665,u,g,k,h,0.085,f,f,0,f,g,00320,5,negative
471,b,21.08,4.125,y,p,i,h,0.04,f,f,0,f,g,00140,100,negative
472,b,17.42,6.5,u,g,i,v,0.125,f,f,0,f,g,00060,100,negative
473,b,19.17,4.0,y,p,i,v,1.0,f,f,0,t,g,00360,1000,negative
474,b,20.67,0.415,u,g,c,v,0.125,f,f,0,f,g,00000,44,negative
475,b,26.75,2.0,u,g,d,v,0.75,f,f,0,t,g,00080,0,negative
476,b,23.58,0.835,u,g,i,h,0.085,f,f,0,t,g,00220,5,negative
477,b,39.17,2.5,y,p,i,h,10.0,f,f,0,t,s,00200,0,negative
478,b,22.75,11.5,u,g,i,v,0.415,f,f,0,f,g,00000,0,negative
479,,26.50,2.71,y,p,,,0.085,f,f,0,f,s,00080,0,negative
480,a,16.92,0.5,u,g,i,v,0.165,f,t,6,t,g,00240,35,negative
481,b,23.50,3.165,y,p,k,v,0.415,f,t,1,t,g,00280,80,negative
482,a,17.33,9.5,u,g,aa,v,1.75,f,t,10,t,g,00000,10,negative
483,b,23.75,0.415,y,p,c,v,0.04,f,t,2,f,g,00128,6,negative
484,b,34.67,1.08,u,g,m,v,1.165,f,f,0,f,s,00028,0,negative
485,b,74.83,19.0,y,p,ff,ff,0.04,f,t,2,f,g,00000,351,negative
486,b,28.17,0.125,y,p,k,v,0.085,f,f,0,f,g,00216,2100,negative
487,b,24.50,13.335,y,p,aa,v,0.04,f,f,0,t,g,00120,475,negative
488,b,18.83,3.54,y,p,ff,ff,0.0,f,f,0,t,g,00180,1,negative
489,,45.33,1.0,u,g,q,v,0.125,f,f,0,t,g,00263,0,negative
490,a,47.25,0.75,u,g,q,h,2.75,t,t,1,f,g,00333,892,positive
491,b,24.17,0.875,u,g,q,v,4.625,t,t,2,t,g,00520,2000,positive
492,b,39.25,9.5,u,g,m,v,6.5,t,t,14,f,g,00240,4607,positive
493,a,20.50,11.835,u,g,c,h,6.0,t,f,0,f,g,00340,0,positive
494,a,18.83,4.415,y,p,c,h,3.0,t,f,0,f,g,00240,0,positive
495,b,19.17,9.5,u,g,w,v,1.5,t,f,0,f,g,00120,2206,positive
496,a,25.00,0.875,u,g,x,h,1.04,t,f,0,t,g,00160,5860,positive
497,b,20.17,9.25,u,g,c,v,1.665,t,t,3,t,g,00040,28,positive
498,b,25.75,0.5,u,g,c,v,1.46,t,t,5,t,g,00312,0,positive
499,b,20.42,7.0,u,g,c,v,1.625,t,t,3,f,g,00200,1391,positive
500,b,,4.0,u,g,x,v,5.0,t,t,3,t,g,00290,2279,positive
501,b,39.00,5.0,u,g,cc,v,3.5,t,t,10,t,g,00000,0,positive
502,a,64.08,0.165,u,g,ff,ff,0.0,t,t,1,f,g,00232,100,positive
503,b,28.25,5.125,u,g,x,v,4.75,t,t,2,f,g,00420,7,positive
504,a,28.75,3.75,u,g,c,v,1.085,t,t,1,t,g,00371,0,positive
505,b,31.33,19.5,u,g,c,v,7.0,t,t,16,f,g,00000,5000,positive
506,a,18.92,9.0,u,g,aa,v,0.75,t,t,2,f,g,00088,591,positive
507,a,24.75,3.0,u,g,q,h,1.835,t,t,19,f,g,00000,500,positive
508,a,30.67,12.0,u,g,c,v,2.0,t,t,1,f,g,00220,19,positive
509,b,21.00,4.79,y,p,w,v,2.25,t,t,1,t,g,00080,300,positive
510,b,13.75,4.0,y,p,w,v,1.75,t,t,2,t,g,00120,1000,positive
511,a,46.00,4.0,u,g,j,j,0.0,t,f,0,f,g,00100,960,positive
512,a,44.33,0.0,u,g,c,v,2.5,t,f,0,f,g,00000,0,positive
513,b,20.25,9.96,u,g,e,dd,0.0,t,f,0,f,g,00000,0,positive
514,b,22.67,2.54,y,p,c,h,2.585,t,f,0,f,g,00000,0,positive
515,b,,10.5,u,g,x,v,6.5,t,f,0,f,g,00000,0,positive
516,a,60.92,5.0,u,g,aa,v,4.0,t,t,4,f,g,00000,99,positive
517,b,16.08,0.75,u,g,c,v,1.75,t,t,5,t,g,00352,690,positive
518,a,28.17,0.375,u,g,q,v,0.585,t,t,4,f,g,00080,0,positive
519,b,39.17,1.71,u,g,x,v,0.125,t,t,5,t,g,00480,0,positive
520,,20.42,7.5,u,g,k,v,1.5,t,t,1,f,g,00160,234,positive
521,a,30.00,5.29,u,g,e,dd,2.25,t,t,5,t,g,00099,500,positive
522,b,22.83,3.0,u,g,m,v,1.29,t,t,1,f,g,00260,800,positive
523,a,22.50,8.5,u,g,q,v,1.75,t,t,10,f,g,00080,990,negative
524,a,28.58,1.665,u,g,q,v,2.415,t,f,0,t,g,00440,0,negative
525,b,45.17,1.5,u,g,c,v,2.5,t,f,0,t,g,00140,0,negative
526,b,41.58,1.75,u,g,k,v,0.21,t,f,0,f,g,00160,0,negative
527,a,57.08,0.335,u,g,i,bb,1.0,t,f,0,t,g,00252,2197,negative
528,a,55.75,7.08,u,g,k,h,6.75,t,t,3,t,g,00100,50,negative
529,b,43.25,25.21,u,g,q,h,0.21,t,t,1,f,g,00760,90,negative
530,a,25.33,2.085,u,g,c,h,2.75,t,f,0,t,g,00360,1,negative
531,a,24.58,0.67,u,g,aa,h,1.75,t,f,0,f,g,00400,0,negative
532,b,43.17,2.25,u,g,i,bb,0.75,t,f,0,f,g,00560,0,negative
533,b,40.92,0.835,u,g,ff,ff,0.0,t,f,0,f,g,00130,1,negative
534,b,31.83,2.5,u,g,aa,v,7.5,t,f,0,t,g,00523,0,negative
535,a,33.92,1.585,y,p,ff,ff,0.0,t,f,0,f,g,00320,0,negative
536,a,24.92,1.25,u,g,ff,ff,0.0,t,f,0,f,g,00080,0,negative
537,b,35.25,3.165,u,g,x,h,3.75,t,f,0,t,g,00680,0,negative
538,b,34.25,1.75,u,g,w,bb,0.25,t,f,0,t,g,00163,0,negative
539,b,80.25,5.5,u,g,,,0.54,t,f,0,f,g,00000,340,negative
540,b,19.42,1.5,y,p,cc,v,2.0,t,f,0,t,g,00100,20,negative
541,b,42.75,3.0,u,g,i,bb,1.0,t,f,0,f,g,00000,200,negative
542,b,19.67,10.0,y,p,k,h,0.835,t,f,0,t,g,00140,0,negative
543,b,36.33,3.79,u,g,w,v,1.165,t,f,0,t,g,00200,0,negative
544,b,30.08,1.04,y,p,i,bb,0.5,t,t,10,t,g,00132,28,negative
545,b,44.25,11.0,y,p,d,v,1.5,t,f,0,f,s,00000,0,negative
546,b,23.58,0.46,y,p,w,v,2.625,t,t,6,t,g,00208,347,negative
547,b,23.92,1.5,u,g,d,h,1.875,t,t,6,f,g,00200,327,positive
548,b,33.17,1.0,u,g,x,v,0.75,t,t,7,t,g,00340,4071,positive
549,b,48.33,12.0,u,g,m,v,16.0,t,f,0,f,s,00110,0,positive
550,b,76.75,22.29,u,g,e,z,12.75,t,t,1,t,g,00000,109,positive
551,b,51.33,10.0,u,g,i,bb,0.0,t,t,11,f,g,00000,1249,positive
552,b,34.75,15.0,u,g,r,n,5.375,t,t,9,t,g,00000,134,positive
553,b,38.58,3.335,u,g,w,v,4.0,t,t,14,f,g,00383,1344,positive
554,a,22.42,11.25,y,p,x,h,0.75,t,t,4,f,g,00000,321,positive
555,b,41.92,0.42,u,g,c,h,0.21,t,t,6,f,g,00220,948,positive
556,b,29.58,4.5,u,g,w,v,7.5,t,t,2,t,g,00330,0,positive
557,a,32.17,1.46,u,g,w,v,1.085,t,t,16,f,g,00120,2079,positive
558,b,51.42,0.04,u,g,x,h,0.04,t,f,0,f,g,00000,3000,positive
559,a,22.83,2.29,u,g,q,h,2.29,t,t,7,t,g,00140,2384,positive
560,a,25.00,12.33,u,g,cc,h,3.5,t,t,6,f,g,00400,458,positive
561,b,26.75,1.125,u,g,x,h,1.25,t,f,0,f,g,00000,5298,positive
562,b,23.33,1.5,u,g,c,h,1.415,t,f,0,f,g,00422,200,positive
563,b,24.42,12.335,u,g,q,h,1.585,t,f,0,t,g,00120,0,positive
564,b,42.17,5.04,u,g,q,h,12.75,t,f,0,t,g,00092,0,positive
565,a,20.83,3.0,u,g,aa,v,0.04,t,f,0,f,g,00100,0,positive
566,b,23.08,11.5,u,g,w,h,2.125,t,t,11,t,g,00290,284,positive
567,a,25.17,2.875,u,g,x,h,0.875,t,f,0,f,g,00360,0,positive
568,b,43.08,0.375,y,p,c,v,0.375,t,t,8,t,g,00300,162,positive
569,a,35.75,0.915,u,g,aa,v,0.75,t,t,4,f,g,00000,1583,positive
570,b,59.50,2.75,u,g,w,v,1.75,t,t,5,t,g,00060,58,positive
571,b,21.00,3.0,y,p,d,v,1.085,t,t,8,t,g,00160,1,positive
572,b,21.92,0.54,y,p,x,v,0.04,t,t,1,t,g,00840,59,positive
573,a,65.17,14.0,u,g,ff,ff,0.0,t,t,11,t,g,00000,1400,positive
574,a,20.33,10.0,u,g,c,h,1.0,t,t,4,f,g,00050,1465,positive
575,b,32.25,0.165,y,p,c,h,3.25,t,t,1,t,g,00432,8000,positive
576,b,30.17,0.5,u,g,c,v,1.75,t,t,11,f,g,00032,540,positive
577,b,25.17,6.0,u,g,c,v,1.0,t,t,3,f,g,00000,0,positive
578,b,39.17,1.625,u,g,c,v,1.5,t,t,10,f,g,00186,4700,positive
579,b,39.08,6.0,u,g,m,v,1.29,t,t,5,t,g,00108,1097,positive
580,b,31.67,0.83,u,g,x,v,1.335,t,t,8,t,g,00303,3290,positive
581,b,41.00,0.04,u,g,e,v,0.04,f,t,1,f,s,00560,0,positive
582,b,48.50,4.25,u,g,m,v,0.125,t,f,0,t,g,00225,0,positive
583,b,32.67,9.0,y,p,w,h,5.25,t,f,0,t,g,00154,0,positive
584,a,28.08,15.0,y,p,e,z,0.0,t,f,0,f,g,00000,13212,positive
585,b,73.42,17.75,u,g,ff,ff,0.0,t,f,0,t,g,00000,0,positive
586,b,64.08,20.0,u,g,x,h,17.5,t,t,9,t,g,00000,1000,positive
587,b,51.58,15.0,u,g,c,v,8.5,t,t,9,f,g,00000,0,positive
588,b,26.67,1.75,y,p,c,v,1.0,t,t,5,t,g,00160,5777,positive
589,b,25.33,0.58,u,g,c,v,0.29,t,t,7,t,g,00096,5124,positive
590,b,30.17,6.5,u,g,cc,v,3.125,t,t,8,f,g,00330,1200,positive
591,b,27.00,0.75,u,g,c,h,4.25,t,t,3,t,g,00312,150,positive
592,b,23.17,0.0,,,,,0.0,f,f,0,f,p,,0,positive
593,b,34.17,5.25,u,g,w,v,0.085,f,f,0,t,g,00290,6,positive
594,b,38.67,0.21,u,g,k,v,0.085,t,f,0,t,g,00280,0,positive
595,b,25.75,0.75,u,g,c,bb,0.25,t,f,0,f,g,00349,23,positive
596,a,46.08,3.0,u,g,c,v,2.375,t,t,8,t,g,00396,4159,positive
597,a,21.50,6.0,u,g,aa,v,2.5,t,t,3,f,g,00080,918,positive
598,,20.08,0.125,u,g,q,v,1.0,f,t,1,f,g,00240,768,positive
599,b,20.50,2.415,u,g,c,v,2.0,t,t,11,t,g,00200,3000,positive
600,a,29.50,0.46,u,g,k,v,0.54,t,t,4,f,g,00380,500,positive
601,,42.25,1.75,y,p,,,0.0,f,f,0,t,g,00150,1,negative
602,b,29.83,1.25,y,p,k,v,0.25,f,f,0,f,g,00224,0,negative
603,b,20.08,0.25,u,g,q,v,0.125,f,f,0,f,g,00200,0,negative
604,b,23.42,0.585,u,g,c,h,0.085,t,f,0,f,g,00180,0,negative
605,a,29.58,1.75,y,p,k,v,1.25,f,f,0,t,g,00280,0,negative
606,b,16.17,0.04,u,g,c,v,0.04,f,f,0,f,g,00000,0,positive
607,b,32.33,3.5,u,g,k,v,0.5,f,f,0,t,g,00232,0,negative
608,b,,0.04,y,p,d,v,4.25,f,f,0,t,g,00460,0,negative
609,b,47.83,4.165,u,g,x,bb,0.085,f,f,0,t,g,00520,0,negative
610,b,20.00,1.25,y,p,k,v,0.125,f,f,0,f,g,00140,4,negative
611,b,27.58,3.25,y,p,q,h,5.085,f,t,2,t,g,00369,1,negative
612,b,22.00,0.79,u,g,w,v,0.29,f,t,1,f,g,00420,283,negative
613,b,19.33,10.915,u,g,c,bb,0.585,f,t,2,t,g,00200,7,negative
614,a,38.33,4.415,u,g,c,v,0.125,f,f,0,f,g,00160,0,negative
615,b,29.42,1.25,u,g,c,h,0.25,f,t,2,t,g,00400,108,negative
616,b,22.67,0.75,u,g,i,v,1.585,f,t,1,t,g,00400,9,negative
617,b,32.25,14.0,y,p,ff,ff,0.0,f,t,2,f,g,00160,1,negative
618,b,29.58,4.75,u,g,m,v,2.0,f,t,1,t,g,00460,68,negative
619,b,18.42,10.415,y,p,aa,v,0.125,t,f,0,f,g,00120,375,negative
620,b,22.17,2.25,u,g,i,v,0.125,f,f,0,f,g,00160,10,negative
621,b,22.67,0.165,u,g,c,j,2.25,f,f,0,t,s,00000,0,positive
622,a,25.58,0.0,,,,,0.0,f,f,0,f,p,,0,positive
623,b,18.83,0.0,u,g,q,v,0.665,f,f,0,f,g,00160,1,negative
624,b,21.58,0.79,y,p,cc,v,0.665,f,f,0,f,g,00160,0,negative
625,b,23.75,12.0,u,g,c,v,2.085,f,f,0,f,s,00080,0,negative
626,b,22.00,7.835,y,p,i,bb,0.165,f,f,0,t,g,,0,negative
627,b,36.08,2.54,u,g,ff,ff,0.0,f,f,0,f,g,00000,1000,negative
628,b,29.25,13.0,u,g,d,h,0.5,f,f,0,f,g,00228,0,negative
629,a,19.58,0.665,u,g,w,v,1.665,f,f,0,f,g,00220,5,negative
630,a,22.92,1.25,u,g,q,v,0.25,f,f,0,t,g,00120,809,negative
631,a,27.25,0.29,u,g,m,h,0.125,f,t,1,t,g,00272,108,negative
632,a,38.75,1.5,u,g,ff,ff,0.0,f,f,0,f,g,00076,0,negative
633,b,32.42,2.165,y,p,k,ff,0.0,f,f,0,f,g,00120,0,negative
634,a,23.75,0.71,u,g,w,v,0.25,f,t,1,t,g,00240,4,negative
635,b,18.17,2.46,u,g,c,n,0.96,f,t,2,t,g,00160,587,negative
636,b,40.92,0.5,y,p,m,v,0.5,f,f,0,t,g,00130,0,negative
637,b,19.50,9.585,u,g,aa,v,0.79,f,f,0,f,g,00080,350,negative
638,b,28.58,3.625,u,g,aa,v,0.25,f,f,0,t,g,00100,0,negative
639,b,35.58,0.75,u,g,k,v,1.5,f,f,0,t,g,00231,0,negative
640,b,34.17,2.75,u,g,i,bb,2.5,f,f,0,t,g,00232,200,negative
641,,33.17,2.25,y,p,cc,v,3.5,f,f,0,t,g,00200,141,negative
642,b,31.58,0.75,y,p,aa,v,3.5,f,f,0,t,g,00320,0,negative
643,a,52.50,7.0,u,g,aa,h,3.0,f,f,0,f,g,00000,0,negative
644,b,36.17,0.42,y,p,w,v,0.29,f,f,0,t,g,00309,2,negative
645,b,37.33,2.665,u,g,cc,v,0.165,f,f,0,t,g,00000,501,negative
646,a,20.83,8.5,u,g,c,v,0.165,f,f,0,f,g,00000,351,negative
647,b,24.08,9.0,u,g,aa,v,0.25,f,f,0,t,g,00000,0,negative
648,b,25.58,0.335,u,g,k,h,3.5,f,f,0,t,g,00340,0,negative
649,a,35.17,3.75,u,g,ff,ff,0.0,f,t,6,f,g,00000,200,negative
650,b,48.08,3.75,u,g,i,bb,1.0,f,f,0,f,g,00100,2,negative
651,a,15.83,7.625,u,g,q,v,0.125,f,t,1,t,g,00000,160,negative
652,a,22.50,0.415,u,g,i,v,0.335,f,f,0,t,s,00144,0,negative
653,b,21.50,11.5,u,g,i,v,0.5,t,f,0,t,g,00100,68,negative
654,a,23.58,0.83,u,g,q,v,0.415,f,t,1,t,g,00200,11,negative
655,a,21.08,5.0,y,p,ff,ff,0.0,f,f,0,f,g,00000,0,negative
